Protein_ID 	BC.1	BC.2	BC.3	BC.4	BC.5	BC.6	BC.7	BC.8	BC.9	BC.10	BC.11	BC.12	BC.13	BC.14	BC.15	BC.16	BC.17	BC.18	BC.19	BC.20	BC.21	BC.22	BC.23	BC.24	BC.25	BC.26	BC.27	BC.28	BC.29	BC.30	BC.31	BC.32	BC.33	BC.34	BC.35	BC.36	BC.37	BC.38	BC.39	BC.40	BC.41	BC.42	BC.43	BC.44	BC.45	BC.46	BC.47	BC.48	BC.49	BC.50	BC.51	BC.52	BC.53	BC.54	BC.55	BC.56	BC.57	BC.58	BC.59	BC.60	BC.61	BC.62	BC.63	BC.64	BC.65	BC.66	BC.67	BC.68	BC.69	BC.70	BC.71	BC.72	BC.73	BC.74	BC.75	BC.76	BC.77	BC.78	BC.79	BC.80	BC.81	BC.82	BC.83	BC.84	BC.85	BC.86	BC.87	BC.88	BC.89	BC.90	BC.91	BC.92	BC.93	BC.94	BC.95	BC.96	BC.97	BC.98	BC.99	BC.100	BC.101	BC.102	BC.103	BC.104	BC.105	BC.106	BC.107	BC.108	BC.109	BC.110	BC.111	BC.112	BC.113	BC.114	BC.115	BC.116	BC.117	BC.118	BC.119	BC.120	BC.121	BC.122	BC.123	BC.124	BC.125	BC.126	BC.127	BC.128	BC.129	BC.130	BC.131	BC.132	BC.133	BC.134	BC.135	BC.136	BC.137	BC.138	BC.139	BC.140
SAR1B	73337000	7766600	21176000	28670000	33924000	13203300	62046000	36104000	40059900	41128000	3501300	3047000	66534610.58	35812378.67	21396127.24	20525926.64	23022114.86	37374818.43	32382488.12	23309170.81	25981921.67	39340983.58	21609937.64	64225566.56	43658857.93	26475419.22	24962166.41	26620383.36	38566049.92	29700595.63	33947995	27840115.09	38609951.16	43386752.25	68792842.44	47961505.48	45149536.66	29943766.24	30128553.13	40458519.79	37676951.2	33275125.61	35236735.71	40040733.95	34292469.46	55027906.75	51005464.31	33429313.83	45881699.87	31171036.71	41319913.25	33974062.28	35647811.68	33290648.89	36169363.8	37200974.44	52290797.41	35941579.78	49564642.38	44738775.88	47204595.41	42883964.79	40244632.47	34689130.84	35398696.96	35956512.62	34153025.62	48226633.54	49707940.43	47218727.67	38616148.53	36324070.8	38213130.05	36591017.79	39542854.56	34770991.79	34628577.85	35881493.32	48174737.42	35760581.82	36787004.41	42931100.73	36725509.88	36350106.39	36105648.54	37454456.28	39308806.71	34734206.41	35846326.41	46900731.42	47158236.93	35906921.91	41035753.11	41163311.99	35399142.19	35272148.1	36379044.58	36898492.2	39637664.64	36221391.87	46174799.26	35487348.22	46483683.43	40470434.08	35518477.96	41156303.15	35573506.97	36554596.1	35977396.44	38201886.51	38903889	45471799.56	46294714.93	46698176.19	41811551.07	40802545.9	41531105.28	41524261.71	36969867.14	36574221.96	38226322.65	36722219	42593881.89	36902283.63	36489466.05	40975857.08	37137020.45	36864519.41	36148495.54	40696099.16	36572384.04	37831859.54	37696378.73	42075246.3	41939001.17	36702379.89	40778989.24	40164181.41	36625663.88	37071147.05
SARNP	36924800	61172000	14097200	24602000	54460000	20509500	23558000	22700000	49507200	46882000	13624000	44194000	46504202.7	62699834.06	25196135.77	35222893.18	29811958.63	28597956.68	22542402.02	29121980.01	27590281.54	39357373.97	38769241.68	33054605.62	35316968.99	41555515	35617128.11	31372664.67	27368980.58	32252394.47	32978271.24	28142635.15	38425896.42	27603513.28	32747315.86	29458317.47	33497344.65	33365793.31	31828144.51	31696196.5	32676019.54	28637589.36	32764632.19	38324712.06	39097547.14	33659461.93	31916480.62	32736487.14	28913158.24	30321940.21	28946992.61	29797454.71	32874905.25	33039713.64	34549178.65	29863025.41	34542076.98	30942377.16	30049454.1	33066674.29	30715850.18	30705110.24	30202801.61	32443288.92	29578732.36	30925924.28	34125483.99	34188323.69	33177782.59	30523174.82	32660228.5	32036327.79	29728894.26	30220610	31965577	32619518.75	31139846.19	33009709.38	29914009.78	30862506.48	32519205.4	32034423.63	30547332.64	32238381.96	30450133.98	31709169.83	30638435.21	31471682.31	31878687.84	33125533.3	31012727.59	31731352.51	30577443.24	31584964.9	31804743.76	31919742.49	31409158.34	31233836.56	31007275.15	30589450.05	31433360.26	32311665.08	30938198.44	31380459.48	31245167.43	30467019.92	30364313.21	30760973.31	30430438.66	30483286.69	30676610.12	31106459.25	31148389	31651323.13	30732165.72	30429042.4	31073064.3	30404274.21	30699098.06	30636305.8	30361373.69	30502285.81	30740396.21	30355971.48	30817314.08	31237560.64	30628821.61	30972106.86	31001906.64	30633124.7	30403361.04	30615980.17	30484043.06	30582300.78	30730392.14	30810157.48	30772453.78	30964013.61	30702971.1	30391955.27
SARS1	103760800	72832000	96218000	54556000	39570000	23954700	45662000	108584000	167845500	58502000	3332400	114428000	69615525.88	72273177.95	58155334.66	46206066.52	41173379.51	40352555.82	70818113.15	48885953.19	74320605.4	70558735.51	99775594.54	57446562.19	48864833.55	57137151.6	59496790.13	53022773.58	48990649.4	78663685.59	71145809.61	75355788.34	54477840.46	80046823.85	94018320.42	61480414.92	61409386.59	55720282.67	59896756.92	57620864.41	83362581.36	61931151.75	58802252.17	75568126.44	80733663.28	69704373.96	88574513.6	56799930.54	62419486.22	61022960.17	59205908.26	82716356.52	78901104.75	61002939.99	74697858.35	63402353.81	69358348.91	77392693.9	90622487.3	65006010.16	60876640.18	61320059.74	83042764.76	63720748.51	77863276	73935384.26	71743470.56	66572549.8	68738488.63	74050375.66	86626058.56	65499745.25	61871147.43	83156505.92	81049369.44	76127505.75	66098956.86	64413990.09	67421098.99	64481571.36	67654594.21	74983967.96	83687962.19	66444779.25	84144738.88	65216931.58	68056160.77	73219418.29	64989797.59	66330871.68	66296703.05	66562500.44	70753341.29	72206771.37	80838557.17	81476839.15	82889063.39	66995616.14	69348616.64	72467133.19	65660883.31	64367255.74	64599219.5	68526843.28	65829729.36	73021926.73	65109855.34	65889762.75	80384062.86	66989426.56	67776333.82	71492161.35	66040309.57	64990093.71	68687788.73	67491431.76	72009766.72	72791111.69	65725999.63	79446945.35	78468068.89	65971038.56	68906409.13	70672642.86	66314973.84	68970854.47	66498863.47	69830261.29	66128571.06	72418394.67	79128576.48	66491246.46	78016816.8	68549118.83	67401888.01	70006406.17	68336659.84	68172155.93	69049476.04	69443734.95
SART3	17323240	16548600	10100600	6529324.699	17473600	4038540	13155000	15084000	31827600	16780600	1380789.466	23484432.52	11050409.35	15332423.11	9013540.209	12819080.57	12754354.59	10893016.99	9112868.105	12445129.71	11809131.95	16273129.17	19975046.65	13779011.3	12440715.77	10908300.97	13552232.06	9952362.496	11751286.33	11734280.6	13345733.13	10756960.44	14604836.35	13978026.85	16581027.57	11900315.14	12131610.13	13284541.79	14310059.25	12601416.28	10864471.81	12459332.89	13475022.22	14794327.54	11660714.18	13650833.53	15785134.38	11435305.11	12361760.85	12257875.22	12961511.9	13023315.18	12914635.56	12365554.74	12687980.49	14526274.57	13438739.47	13617834.11	15870162.76	12520513.58	11713384.71	12314838.55	11684354.36	11732211.66	12174311.18	11956103.25	13476857.46	12753534.83	11861087.91	13936916.76	15066415.09	12571071.71	12376607.22	12413876.3	11839769.65	12234649.83	12016575.54	13321955.17	12544021.1	12722300.89	13916839.3	12996135.33	14375755.84	12104940.53	11950060.24	12487336.08	12314785.57	12142518.35	13232302.26	12719523.27	12128512.99	13146730.31	12885880.61	13354696.51	14260569.22	12168536.8	12552545.89	12193359.28	12194836.8	13114093.19	12547986.59	12631294.57	13064296.31	12316813.91	12527288.5	12968809.81	14163516.39	12475044.03	12453777.41	12099363.5	13017156.07	12672287.43	12194543.52	12544974.38	12863253.65	12332745.4	12565606.75	13322565.22	13826456.49	12173439.09	12506763.71	13073071.03	12507670.37	12643349.2	12519889.16	12490540.83	12705296.09	12411826.19	12937742.83	12690543.16	13843546.03	12536471.1	12771979.26	12775330.2	12349827.99	12338614.15	12245410.29	12431031.36	12511302.34	12745860.14
SBDS	45799600	65310000	59322000	176946000	41832000	22293700	53630000	87078000	46537200	40992000	59442000	41628000	64181875.91	52283182.53	90887315.31	103553109.1	40867424.82	46804600.93	57344379.88	67803588.25	46075739.69	52195977.16	52297296.25	65751472.83	52625599.18	101042292.5	59831300.85	110320291	55810560.69	60617892.91	60888649.36	72494681.73	57566067.3	51732610.35	65088448.51	65144549.29	100799979.6	94902832.73	105265335.7	110580660	62241008.17	57821684.14	69163407.26	72755895.71	64000025.96	71652038.58	58642646.17	94243167.56	65227707.67	69813412.81	64973485.06	108102031.9	65111315.39	72117097.15	64577895.14	69806593.79	68859092.31	74350716.88	97166148.2	91184482.1	67238320.04	67567717.66	105934402.5	106481147.9	71167945.69	71809146.46	69612874.08	65409716.88	69967774.14	87371168.21	70863339.18	88912082.42	65627904.79	103669702.4	66368233.58	101141978.5	66934626.26	68498025.01	70533067.49	70941171.63	83843485.27	83162775.23	84905006.18	90357893.2	105392708.8	105099926.8	103005944.6	102839246.7	70584014.87	71073224.7	69468898.06	81967591.55	69886231.18	70955071.43	74684262.23	84323588.62	69738168.47	71542386.82	69636469.91	101726685.9	70283217.91	71403178.27	82313274.53	82017286.71	71120934.18	73791463.91	79736781.24	84772960.92	72126810.13	72245060.98	102446688.3	102089038.1	72046277.39	81846323.83	71327918.56	81930856.5	73798968.46	77096580.66	76237827.62	83890118.66	71467603.95	101551956.2	71955534.9	101643551.6	81643119.67	82439877.84	82607890.99	80220327.83	75449582.95	73036286.47	79836430.7	84665067.78	102421017.4	102159281.6	102471748.8	93004072.78	73947462.06	73324532.74	75545300.37	77945658.45
SBSN	1234816	6857736.056	7330955.637	9396400	3467400	1774850	3981738.121	12534200	6119280	810033.0061	74562.80993	367796.2802	7657833.121	4042239.084	3507839.79	5508463.736	2849446.475	3113685.872	7033515.079	6983044.789	5043766.195	3638754.006	3434351.13	8215430.376	5909561.285	4408593.229	5627474.63	6359962.772	4060151.263	7724850.632	3986154.661	5876590.018	5402927.756	4244893.764	8827584.542	6488973.08	5748125.888	5506604.56	5052288.114	6638391.679	8060777.861	8224153.618	6464912.421	5092101.747	5787239.36	9237627.3	7093175.2	5545167.066	5061276.014	5278999.784	6419874.276	6287255.433	5055599.389	6654546.404	6300696.014	5647982.098	8415647.719	7170242.158	6610773.383	5572892.695	5314790.621	6241509.889	5251656.087	6352797.649	6739334.69	5518836.259	5823061.669	7947753.62	6466196.566	5798308.218	6284713.358	5519552.125	6191754.676	6267583.017	6392248.247	5692324.857	6531373.083	5630949.916	7455318.029	6839076.128	6043927.98	5870689.718	6155378.221	6071637.616	5483266.196	5532995.081	6109703.26	6256872.406	6327782.874	7261843.54	6073989.328	6259666.742	5646400.264	5759713.048	5561793.939	6067305.888	5534792.547	6062284.189	5638630.303	5563858.07	6427717.888	6690758.474	5700228.006	6129619.354	5635562.823	5721248.158	6030708.52	6062433.792	6062343.314	5963344.445	5618314.444	6408075.171	5814969.549	6544786.581	5992337.049	6060735.597	5656623.805	5881130.983	5606018.612	5574650.401	5673559.596	5920408.674	6367968.096	6177733.103	6319228.3	6147698.679	5668032.533	6004284.106	5827836.936	5880182.239	5638554.485	5706334.854	5855024.225	6057590.223	5803606.115	5756275.297	5787350.287	6096738.52	5956800.206	5799414.617
SBSPON	7021673.023	10295800	8062400	27550000	12424000	6054070	17590200	13794200	924588.7752	5870800	347124.2981	757064.8748	10107296.96	9073719.083	14756013.08	13224795.52	6842784.996	9467548.698	8257005.523	13013557.85	9379593.077	9671944.16	7240615.402	13404220.74	7998594.908	16043969.71	9203202.259	14110704.99	10581389.35	9257676.961	12844039.06	11874886.59	8646835.261	10794671.37	14598459.78	14016580.4	16806489.01	15819320.5	14066078.92	12813723.12	10696353.96	12991288.11	10459469.19	12740905.41	11734056.34	13437736.84	10298519.96	12518928.75	10774312.68	11560531.37	11094711.15	11984279.67	12202564.4	12482748.61	12279252.66	11046145.34	11760956.9	13226381.19	12361698.87	11923539.2	10994219.39	10686709.43	11117971.31	10460807.38	10526117.68	10453739.83	11486434.84	10986543.17	11747668.39	11168163.86	10753994.15	11251325.21	10642422.88	10770387.08	11002117.27	10419025.65	10426952.58	11388209.43	10868646.15	11136207.13	10964100.84	10805920.15	10894132.58	11011695.51	10538006.4	10643277.76	10997333.94	10428871.3	11382291.54	10951398.24	10705169.07	10612654.5	10600599.69	10532332.23	10562621.22	10919984.75	10556501.41	10806371.39	11024390.9	11415090.17	10902097.78	10721699.75	10570399.24	10490837.65	10547166.24	10509837.91	10837198.29	10846657.76	10736410.15	10706851.95	10881513.85	11007326.55	10679312.67	10651811.5	10581399.84	10558858.64	10540344	10830695	10515568.42	10616436.03	10536665.37	10682013.31	10634595.84	10837819.77	10539952.42	10583082.89	10535771.28	10531922.21	10803903.29	10830929.5	10619094.68	10598767.66	10664949.32	10568111.65	10724272.04	10820420.69	10567874.1	10572370.04	10529250.35	10797409.98
SCAMP2	35248400	26640000	30288000	16313400	19327000	9569670	32182000	23264000	22137570	21546000	2866299.396	12776200	19743282.15	18738049.88	17785620.97	12770939.12	12322114.67	18806306.87	16284637.29	15493219.73	14805866.08	21694380.33	17734022.18	19768589.94	13946912.01	18597149.71	18521845.7	14141716.04	20193114.83	16454183.02	14807987.39	14729452.75	20952094.89	18232679.19	16423371.28	20268610.16	19258885.58	14809632.93	19116441.3	20900019.06	18738839.28	16737295.33	15208829.87	21354762.3	17992961.57	17143284.21	19218549.26	16464847.45	19925412.71	19873767.5	17436674.45	17849247.68	17731173.94	17295859.63	21941633.28	19269243.63	16817153.38	18057647.02	18771865.32	19525400.26	16174157.09	18560451	16575239.78	16287288.94	16606374.55	20823529.86	18920538.04	18740123.88	17564588.26	17056290.65	17105810.75	19714131.19	18795728.3	18427333.56	16756900.88	16791874.85	20694144.09	18434747.45	16736567.6	17733972.47	17081429.04	16628926.68	19188331.55	17529838.74	16990764.24	18297135.78	16681101.09	20548797.45	18950270.23	18414439.01	17732533.31	17398631.99	17205684.04	19317451.47	18443768.08	17341807.1	18114719.92	18437850.14	20706003.22	18475900.47	17429190.23	17580569.69	17239250.9	17101539.16	19022214.44	17804241.78	18040762.14	17722012.24	17279386.49	19227373.25	19209943.53	18046641.28	17160656.4	17351935.26	17151322.35	18935482.91	18249338.55	17278295.94	17362530.02	17489084.26	18998134.38	17083675.95	18229691.62	17961831.52	17274270.79	17285134.98	18870275.25	17786306.99	18076566.13	17197284.81	17240252.99	18623714.53	19040555.83	18286506.79	17416903.91	17838588.47	17166947.69	18741302.69	18251617.83	17465706.72
SCAMP3	6081789.33	6034000	4515800	8832538.212	223181.6683	365891.559	235486.1562	323606.2827	600153.098	394168.6947	5875200	397943.3478	2470740.635	3259704.647	3626628.796	5916825.196	2102229.893	2109079.606	1950192.305	1968926.911	1936669.547	4653188.596	4775873.585	3604502.206	2742631.885	3691186.03	4583795.976	6193013.12	2521505.431	2673779.111	2538922.769	2553049.837	5238321.322	2726804.258	3779099.856	3503065.272	3613691.081	3583382.319	4323480.837	6427030.011	2999586.08	2985882.553	2868364.237	5539835.465	5427113.224	4023701.006	3270316.818	3110780.876	3032768.621	3743176.432	5121430.867	6486568.178	3138742.314	3242815.576	5798946.534	3288768.003	4581471.845	3956063.72	3375205.431	3296385.592	3930081.856	4609573.183	4618687.707	6623042.108	3431601.458	5885258.583	5878038.626	4698026.881	4049742.729	4014256.013	3520515.955	4076502.063	4131099.298	3470030.162	5465394.494	6679202.165	5983414.861	3568841.818	4741726.928	4224935.033	3620241.582	4078932.693	4147200.631	3652509.998	4259632.324	5601703.111	4843350.397	4339280.631	6065975.027	4851414.852	4208354.765	4301934.641	4162505.731	3777014.386	4204163.695	4321801.957	5063075.851	4493192.226	4246648.373	5474363.195	4979497.786	4420021.866	3876846.633	3923604.061	4171007.493	4216336.286	3910855.296	4535589.803	4371064.014	4052952.014	5036365.231	4314575.218	4383604.841	4372254.568	3880601.832	4081654.233	3881712.569	4142251.967	4464094.899	4009135.549	4164093.117	4832022.528	4578461.173	3931568.493	3874445.884	4354838.828	4068140.94	4068613.038	4130773.109	4194095.956	4329688.584	4033159.387	4547305.676	4137959.061	4533183.208	3948204.487	4371895.186	4181706.16	3897558.072	3959249.402
SCAMP4	7302240	6482800	8339495.591	5275400	15235620.48	6762360	11332000	8552200	1795728.719	13426000	130995.8782	230169.7591	5695978.242	6980776.27	5323862.342	8874058.795	5675418.091	4773290.074	5708346.353	8002612.342	10620066.82	11507644.7	5211891.267	8846692.766	6174418.971	6022159.143	8928115.418	8708045.832	6525771.876	6589807.292	7980186.799	8377381.974	6729302.162	12164371.21	9688592.32	8829913.656	6384130.594	9141940.974	6532528.014	8500374.255	6436693.423	7764598.784	6804519.413	8064640.349	11889088.71	9050574.808	7487297.148	9092670.017	9455653.168	9363535.51	8774158.824	8908577.07	8212489.083	7869717.024	8187538.7	10774775.43	9857137.275	8631697.82	8700747.323	7485566.554	7220750.956	7719519.843	7274067.759	7837870.798	7495431.647	7475754.424	9749986.093	8119001.633	8440298.448	7301667.988	8448786.178	7515535.657	7753167.238	7706682.518	7831053.488	7617206.621	7298950.613	9553759.708	8939670.834	7650627.805	8471978.232	8494522.237	8294644.624	7610269.212	7421951.408	7500384.471	7591306.674	7698173.618	9638344.257	8022957.854	8704735.963	8251207.846	7461329.474	7638905.403	8125529.906	7636675.91	7528752.917	7542050.579	7558923.175	9393305.532	9087924.389	8170309.125	7948743.674	8289496.63	7684789.547	7995529.061	8002349.732	7625987.226	7532361.229	7536058.148	9353722.022	7841245.943	8456207.159	7768277.392	7889408.672	8156325.499	7867571.279	7566308.206	7935907.994	7656334.012	7567185.189	9381181.983	9090894.371	8205675.232	8283603.657	7722308.294	7869055.351	7892994.235	7907759.21	7978431.036	7891248.558	7702957.41	9428481.496	7918410.567	8515508.88	7714774.97	8198715.161	7788263.626	7666518.903	7657517.203
SCARB2	142333400	70776000	106400000	39990000	127194000	38769500	51684000	37992000	139009500	178672000	11050000	74550000	106536126.9	92672431.71	78446908.95	91057572.47	78532700.39	61251463.57	59216853.13	85220167.27	92206620.18	139969043.7	91717639.31	95097155.96	71996748.44	79789270.28	76375619.79	76756888.92	81960571.77	67309849.32	91346374.55	73168328.53	114162628.1	116098951.1	72646224.48	92463671.86	77797465.44	73629202.32	70686654.03	75518843.64	85095976.15	94839112	89552932.76	112791929.1	74665642.96	116225074.1	93534421.92	88804827.33	78612430.79	77471782.25	79420274.87	84259965.97	84610145.75	80337021.26	98387731.75	113697546.2	117811521	99671852.22	82102013.95	87644977.9	78763103.64	79589646.75	82512272.82	78099581.78	82027998.24	95871323.68	93403924.63	82436588.93	96522783.47	96215845.17	84439969.51	87856949.13	79924977.74	82032383.06	83561943.28	83136504.23	93103103.65	81906960.02	90438530.56	93696215.38	80093037.18	91565763.39	83350476.23	87906635.94	82176498.52	81623446.28	80537110.77	90083160.8	91425962.71	88887188.17	83708098.16	94089389.57	92106799.27	88972722.04	85400991.8	86622928.65	81505532.66	82044517.44	90515317.46	82408493.64	83617894.45	86283345.96	91536323.42	83238411.03	84408961.54	84876462.62	82560365.01	86467243.85	81936216.17	89872975.85	89586007.62	82761618.67	84228467.75	86839581.42	89930595.68	82875389.17	82182430.75	84035022.91	85645432.34	86302411.74	89745902.83	82161704.09	88701477.31	83399419.93	84555514.12	85056303.37	89045027.92	82738332.3	83903379.89	83675558.2	82734516.02	85526042.65	89692837.82	88705435.76	87516524.69	83409835.73	82763031.55	86254622.05	88601497.36	83505220.93
SCCPDH	306240000	76410000	160608000	40760000	228700000	68268200	206060000	88018000	278478000	245280000	7452300	106916000	262055522.3	185364786.8	144408598.2	182449528.1	146640656.4	138396419	158725421.2	161941787	125267338.7	225609757	161832935.8	235509017.7	170442400.5	142192401.9	160202493	159379356.5	133093611.4	145462659.7	129027657.1	162589492.4	227403542.1	193878620.6	205653673.4	199149236.4	164140025.9	154663630.8	137950626.4	163434340.5	150174788.2	154542425.9	172060569.4	204093289.2	174277209.8	153272338.4	148257702.4	176900867.3	152097411.4	159527416	168632386.7	156907904.7	148270981.9	161503895.4	176342883	174708654.2	166429877.4	150808147.9	174523136.8	171168903.9	154208844.3	156005613.4	158771979.5	155870522.8	160601465.9	162411122.7	149431197.4	156100136.6	163564836.7	171884497	151862527.1	165515596.1	150587862.4	151582072.6	151754546.7	153622718.9	150763682	161957452.2	155812875.9	156693053.4	157641322.7	169446343.5	163321613.7	164760772.6	151004960.6	150194921	151892624.8	152904962.6	161272185.2	156348763.6	151152638	151230402.2	162097461.1	156544105.4	151923691.4	164255493.2	151453010.8	152349025.9	151680983.5	159046093.8	155685965.3	156007415.8	150939996.8	161730046.4	156520834.5	155640781.6	163395758.7	163981689.2	152193763.6	151974011.2	158677152.4	154738522.7	151729846	156478659	162245741	156758729.5	152474477.5	159356923.4	152253597.2	163460515.7	151990575.6	158475780.3	155766212.8	154868281.1	156632681.1	157688940.4	157454640.6	156295085.7	158926750.5	159200982.8	163359216.6	163707786.7	158809945.2	155083068.7	153291653.6	154164773.1	153469606	152655356.4	153582309.4	155062761.4
