Protein_ID 	BC.1	BC.2	BC.3	BC.4	BC.5	BC.6	BC.7	BC.8	BC.9	BC.10	BC.11	BC.12	BC.13	BC.14	BC.15	BC.16	BC.17	BC.18	BC.19	BC.20	BC.21	BC.22	BC.23	BC.24	BC.25	BC.26	BC.27	BC.28	BC.29	BC.30	BC.31	BC.32	BC.33	BC.34	BC.35	BC.36	BC.37	BC.38	BC.39	BC.40	BC.41	BC.42	BC.43	BC.44	BC.45	BC.46	BC.47	BC.48	BC.49	BC.50	BC.51	BC.52	BC.53	BC.54	BC.55	BC.56	BC.57	BC.58	BC.59	BC.60	BC.61	BC.62	BC.63	BC.64	BC.65	BC.66	BC.67	BC.68	BC.69	BC.70	BC.71	BC.72	BC.73	BC.74	BC.75	BC.76	BC.77	BC.78	BC.79	BC.80	BC.81	BC.82	BC.83	BC.84	BC.85	BC.86	BC.87	BC.88	BC.89	BC.90	BC.91	BC.92	BC.93	BC.94	BC.95	BC.96	BC.97	BC.98	BC.99	BC.100	BC.101	BC.102	BC.103	BC.104	BC.105	BC.106	BC.107	BC.108	BC.109	BC.110	BC.111	BC.112	BC.113	BC.114	BC.115	BC.116	BC.117	BC.118	BC.119	BC.120	BC.121	BC.122	BC.123	BC.124	BC.125	BC.126	BC.127	BC.128	BC.129	BC.130	BC.131	BC.132	BC.133	BC.134	BC.135	BC.136	BC.137	BC.138	BC.139	BC.140
H4C1	1463286000	7597200000	27606000000	1626480000	6044800000	4018080000	10726600000	8993400000	21810870000	1097940000	10823000000	12768600000	11704960001	22372909227	18615232824	8700616820	7259929321	8377111673	7628239452	10388649977	14515449980	12207379976	8538674069	9027176388	14779261151	11651733650	18008695805	9901975298	9629923276	9300136675	11336637386	12792072363	11102304865	12532882283	9460581811	14738121462	12273344335	15587306757	17504353591	9877549731	9942085612	11656843297	11124265675	11392445520	11171659248	12845172911	15117201232	12416726784	13317261604	11987977900	17736075866	10323353059	11974815938	10824989793	10570454565	10527936989	11984606992	12612481538	13080100569	11325931693	11769689491	16210295287	17967631389	12324033725	11848201100	10970599815	10762438758	12177225775	11369851937	11218696051	12511926170	11226221695	15229232997	12606793518	16516802866	11424285796	11832315411	11174272602	12383567294	11794062810	11147937032	12291877386	12300122842	15032920083	13700003158	15018425255	16246398205	11620445427	11875095320	12433740943	11827387343	11890486709	12395324391	11271929927	13996569430	12625455399	12624845124	12547987956	15958498123	11633922032	11940464260	11993703382	11456393791	11898744723	12522155714	14134099747	12806278421	11448588816	11524841358	14859199468	15804270032	11825196313	11574630191	12059171803	11968926386	12153832975	13147740250	12877394841	12918515845	11648487938	14907228944	12545498076	15587247712	11891090307	12127086491	11736666629	11832044035	12642500678	11926703713	11699575009	12928798227	14927206195	14054883490	14752659632	15429767027	11996984748	12153143692	11860951016	12576721395	12487892339
H6PD	107632800	28708000	45312000	3062400	45788000	24217600	34438000	47802000	60172200	61912000	4866000	32834000	82553404.18	47140245.47	44842632.64	46488949.33	27339326.01	31309972.62	33461473.52	28746157.09	35881907.91	56147762.09	42905265.41	68147864.01	54747147.03	45498524.87	34245032.81	51809312.46	37314252.67	35632025.34	38267558.11	40840098.54	54193196.3	47783952.94	60173543.12	49052875.56	45273024.66	47527855.7	54134790.11	51515933.85	39065479.17	40059814.19	40059573.05	50899955.62	44259582.28	50382355.23	49382773.4	42278565.5	40832293.02	45230412.64	41374473.91	51257421.24	40040734.47	39065401.55	49905548.32	45902635.56	45503614.28	40487839.66	46609700.56	41072174.77	44048126.91	43578045.68	49667247.95	51157857.88	41091765.73	50971583.75	44298595.56	40754448.7	45377070.44	46555848.21	46058969.19	43575388.19	41110850.22	46736410.2	42220104.98	50815461.07	50761637.12	47683115.28	44639825.91	45763162.75	42377102.01	41709755.94	43702517.66	43713396.9	46903759.29	45860686.77	49992253.88	41549518.26	44574828.02	44574185.2	42688047.33	44963115.22	42281205.89	43613797.09	41653114.36	44832711.77	42718655.18	45817902.68	50171231.05	44839084.44	41844670.83	43730172.1	44137594	44566523.08	43242992.86	43883775.47	45121187.57	44085362.19	45090128.11	46372641.85	47391036.58	45101340.26	44019164.15	42557770.45	42582851.57	43481182.39	42809844.69	43411950.79	43220850.8	43198495.59	43484616.65	43231096.74	44510746.09	43321841.03	43709786.05	42285164.5	43158613.33	42938693.56	42874706.89	42468368.2	42301093.44	42565029.91	42534596.39	43562631.87	43481437.4	42689283.93	43728813.15	43188038.94	42540839.31	42386488.34
HAAO	59213000	72682000	70964000	69444000	113000000	98759100	169270000	157382000	154772100	193872000	73786000	206380000	106315125.5	94552240.38	62997184.12	84065849.97	96929976.91	70752681.48	71836570.75	87573411.89	106886814	129203143.9	138186375.6	107085100.1	83960160.62	76469556.66	97502028.28	90077809.12	103850412.1	79659670.37	94348752.47	98432952.28	102039425.2	89382578.46	111764836.4	104677106.3	89685131.28	103429446.7	90374681.33	96913428.99	107675884.2	98764241.25	88509099.67	88126353.93	97258693.63	107265366.8	92457410.86	100512457.7	99577131.94	99168077.18	92913155.5	97265073.13	95621231.86	97132874.04	87450388.61	96206941.24	97244352.88	102221190.4	95723591.73	88740396.54	88229714.37	94082286.87	92280169.03	89641170.5	89534656.54	97728755.43	96949527.61	89361081.1	93315763.28	94908652.1	95487071.9	89112913.48	94461896.84	90491614.14	91352847.93	88855549.91	96944536.63	89636082.11	96455291.22	92917582.75	90605223.12	89610419.31	95413212.08	94464833.7	93149811.74	90087471.86	91733550.56	97353943.46	96665332.12	96258203.66	93052472.38	91865999.25	90573577.9	95392263.43	90599581.12	90976207.54	92737223.77	91352532.93	95343644.12	90468633.98	90194037.24	92996670.91	91008841.66	91126308.95	94665000.47	94684889.15	90314047.43	91701957.04	91341937.46	93961061.2	94881243.3	90324748.73	92855237.53	92065235.01	90212310.22	93634555.77	90146259.02	94497381.89	91551491.02	90535264.03	92797368.46	91120072.34	94763927.48	92774966.13	91054887.14	92124129.34	93708156.04	93801153.81	94691232.53	93319729.91	91412726.86	92666361.65	92098690.63	94077860.71	92450160.06	92196010.62	91557821.57	92080410.66	90600860.24	91398610.21
HACD3	8467800	10144863.97	19273404.53	5978627.888	8124000	2024330	12666718.74	12842743.54	11777130	6819000	304954.9084	10447531.72	8504164.065	13656583.21	11513530.66	6381984.6	7598042.757	10000087.64	5844656.872	7820747.586	6816650.608	9166623.812	11128939.53	6723816.591	9731657.303	8843248.535	11658315.13	7932881.942	9162300.794	10998513.14	8957689.92	8049439.84	9426695.471	9110247.541	11610772.54	10339347.95	8303468.716	10254136.06	11238586.03	8838093.618	9475623.835	9725018.791	8641037.884	9131164.593	8101658.843	10292766.93	9118027.292	9909532.172	9866736.065	8940327.024	10376059.86	8660164.908	8284290.204	9123581.172	8549801.337	9098091.147	10278078.84	9300149.505	8937169.686	8201875.91	9086202.514	9610712.373	9914032.764	8601248.088	9070537.894	8817938.351	8801142.421	9441023.019	9256318.306	8655541.133	9033040.969	9192429.381	8844895.528	8630890.787	9644454.663	8818462.859	8607947.757	8375424.549	8998724.82	8551648.352	8970029.944	8754169.208	8540661.661	8730727.236	8601335.661	9403411.993	9227626.303	8621643.335	8646043.841	9039433.171	8870135.367	8846353.063	8648380.094	8648347.81	8627177.361	8568503.92	9242536.89	8624514.676	9056506.008	8481044.328	8850277.33	8630080.517	8486224.878	8660646.349	8464609.33	8485747.794	8523450.54	9139358.117	9089588.938	8909227.552	9056625.509	8855580.783	8709841.559	8635448.88	8667276.734	8690408.838	8517200.347	8533945.275	9112469.891	8551506.914	8682513.959	8651040.985	8705896.078	8652224.943	8582053.804	8540084.077	8531640.952	8681899.4	8526789.107	9088698.354	9075587.374	8649913.318	8551371.791	8574990.514	8574215.967	8591113.483	8563428.082	8530207.808	8672084.379	8678017.094
HADH	636922000	378840000	313880000	496760000	304540000	267487000	885140000	475960000	1100952000	567400000	213950000	346480000	516624376.5	426758220.8	345785481.7	356551479.9	357348356.7	471195412.7	487463194.4	463421085.5	426190088.4	484762704.5	382335661.4	490127997	385994862.5	389760522.8	341603443.7	332033062.8	445111703	351458188	359774775	373739214.6	396244303.2	441873656.3	450251511	449672088.8	352197202.8	396690395.7	359370989.5	463124642	446526484.9	363473787.9	369319654.7	378185057.7	401820802.3	365583288.8	357966983.7	454874774.8	403923809.8	397658046.7	464838682.5	379717571.3	446491307.4	370851508.4	373979301.5	388910832	401934668.3	373949205.4	463372007.9	419057685.3	375221666.8	436239256.2	455263291.7	438267043.9	448176447.8	376828130.3	388679258.7	386994422.9	402147576.9	463990501.8	420159491.8	420305332.3	438095737.8	396938040.4	395167334.7	388307107.1	449876408.4	391305820	381291465.1	394781110.2	441660296.3	424411873.3	381261228.6	398907550.6	422486633.6	383583849.8	388693961.3	443481887.5	441182827	393284689.3	396871250.4	430409028.6	401287822.5	427375510.5	402330237.8	408448749.1	424018066	390626452.9	440356412.2	388420959.4	434043027.6	390205689.5	420192069.4	416101106.1	413347600.2	412553638.5	393863153.6	403371141.4	421337598.4	437982288.8	440639873.9	434794375.3	433416986	419953968.1	394321590.2	393019706.4	391083899.3	408987208.3	399963105.4	408501473.4	407329427.7	393479881.5	396689578.7	392268993.6	404365730.3	416642794.1	392515731.8	393159906.2	409142531.8	400402110.7	399985792.2	392684648.2	405371027.9	394835310.7	396070151.6	403779048.2	404048322.1	415987933.9	392679880	408022965.3
HADHA	601238000	480120000	394400000	437480000	388440000	184734000	450560000	453060000	691929000	577300000	167160000	264980000	362876250.8	381155479.7	235845082.8	240261082	243553582.9	276159463.8	223255020.3	251810809.3	255937810.3	430169711	283331078.8	345975098.5	253293231.7	259853095.1	246712777	245752834	275183804.1	296606705.9	274021534.1	250513900.2	420747771.7	398634252.3	318758426.6	350586100.2	267038594.8	273796342.7	261961765.8	290457406.2	283185113.1	284869892.1	286330097.3	433603020.7	289351623.3	347605339.6	301293620.3	353690634.7	278641451.7	283856193.7	300753949.4	280089339.5	274641677.3	274448891.7	420288653.3	419944811.9	336523052	325603048.2	332486823	356027074.4	287443454.4	299211955.4	303251354.6	288362416.2	283192659.4	428842598.9	285556374.5	368639423.5	297364459.5	293486491.1	310241308	355616227.8	299753660.4	292185770.8	303089896.8	293569234	434117442.3	433645279.9	375279111.3	364522707.9	298016650.5	310941374.8	339765805.9	350800137.5	303170491.4	306595761.4	305339090.8	436476066.7	297997161.8	355896472.3	308935221.2	364803076	311944636.2	327983317.9	310499862	347211326.4	303503093.3	301369805.8	431262936.5	439929476.8	360734674.8	350369874.2	359736884.1	357269873.5	320958370.8	322555893.8	341948841.5	349288706.6	308118467.6	435897880	315852138.6	386458475.8	318335572.4	317429505.2	310611672.8	344477616.6	310076667.7	327885746.1	315997011	349889063.6	436841325.2	430163678.2	381708258.7	379798857.9	313131401	319050414.6	346152636.5	346954301.4	330631189.2	324848900.3	346943670.4	400262595.3	320646711.5	362474690.9	316290280.7	381062479.4	320804239.2	342030651.4	315926487.7	331453702.2
HADHB	241296000	143902000	239960000	293040000	212680000	87489600	274640000	266780000	508356000	218440000	16507000	282640000	225567313.8	245370657.2	145522082.5	160931414.4	150066665.9	182623369.9	131979593.4	183146434.2	210060937.1	235732195.1	272421586.6	154198792.7	158720238.4	164104453.5	162149982.7	158176114.8	180256097.9	199465813.5	201677005.9	179075209.6	178673044.1	190469093	273081598.6	162758041.9	163746407.3	160462182.1	162533012.8	180741021.5	178422754.4	161892760.4	182336012.4	160662004.2	172065028.1	243143617	272650596.4	165662712.4	167979163.2	166832793.6	183011388.7	167478666.4	181734975.8	185960119.6	187569455.5	177692543.3	237571735.6	197247116.7	275236765.4	172378683.7	171247210.1	186298228.2	185913301.2	184883438.7	175075028.4	172524222.6	180816182.9	230965878.2	212291883.3	250541325.2	276523900.1	176245995.1	190181254.9	175721341.8	176371479	185163758.1	178035211.9	183809493.6	225773536.9	194932641.3	214741514.5	202946861.4	277559055	192424574.8	193115124.7	179475465	187625167	186062494.4	184789236.3	221043876.5	210386997.5	199693884.9	191894979.4	254839342.2	266155379	182607599.2	195563902.6	190214559.4	183710690.5	183437060.5	218431176	193192370.6	193333083.9	190542693.1	245763141.4	194734283.9	267072784	197262125.8	189775131.8	190978733.9	184807621.2	219530571.1	210087709.7	185212969.3	187863881.2	240318201.7	236602651.5	258348435.5	256433634.9	194696613.2	188475613.1	193453070.6	222055491.6	197057702.6	212565734.5	190540903.3	240365352	192039606.6	210098868.8	190436456.9	250273408.6	195228660.5	194032246.9	217694634.2	214303454.3	204998865.1	211629694.8	239590076	238452421.5	208533604.1
HAGH	59967600	44170000	53134000	134254000	48358000	30302800	50836000	46126000	63317700	45048000	41603000	17609200	47612763.07	47173146.67	67846910.57	72938904.67	36044157.85	35003333.94	35346667.59	33503614.77	34062014.86	34901657.53	45254353.98	56716297.86	35027853.46	71144642.41	41238422.01	73229764.04	38693513.35	38031913.47	39543077.25	38317877.67	38616570.35	48155067.03	49568807.1	60122789.34	75153594.85	69919150.99	72791282.88	76156477.56	43145235.53	44010935.85	43760951.94	42862937.94	52109531.14	44196740.33	53367716.84	58069091.09	48585872.68	46330385.51	46880891.38	76592920.29	45082212.59	44482830.07	45135489.57	53500395.55	52331712.14	53728717.5	49417236.52	54278763.96	47209087.2	45541080.9	74711485.28	76981779.14	46562811.08	46625309.24	54347445.16	47276071.24	47521579.9	50456301.56	51067941.27	53344561.93	48041082.07	75566327.3	49060413.69	77239356.09	47283137.97	54943586.83	54391827.64	47655472.91	50347755.01	48060903.93	49733344.12	52787631.93	75072536.35	74377027.22	76358268.29	78459435.67	56504080.7	49481462.9	55672189.62	51702142.19	51325975.46	50736154.08	52135793.97	71398559.13	50041299.92	51334201.86	51474345.22	71349754.97	56636573.45	55874212.28	53714227.13	50158890.25	50376161.97	51191597.68	69067928.6	71342445.54	51475842.31	50334945.12	70071486.99	65088314	51268862.46	52673232.79	54087532.17	50780382.71	51380419.81	68448283.19	52997965	70609163.26	52049013.77	70654085.83	56062493.68	64939284.46	52635651.54	52656815.35	54560890.37	51879818.28	68352333.64	66867095.1	69146826.18	70230211.4	70415743.87	66542149.31	60936242.12	64428836.72	52236836.39	54119901.95	54910697	68721427.15
HAL	6835620.763	5084756.44	4040927.282	1965227.847	874571.3832	374515.2854	295796.7781	620801.7618	1072809.796	156321.4829	742514.3692	773224.0458	2237331.066	2238278.474	2045401.875	1622068.905	1207641.526	1309089.186	1289720.295	1222706.414	1459293.746	1448412.259	1183993.505	2274247.206	1215977.067	1768586.415	1659981.632	1666754.243	1368575.987	1289995.3	1338286.003	1510020.9	1291708.642	1545575.384	2379188.657	2378353.151	1902090.284	1473020.481	1374046.438	1665625.445	1453482.691	1425109.188	1549703.372	1600274.194	1640790.772	2226177.739	1411522.79	1886967.466	1849697.412	1528357.676	1722942.497	1649222.998	1469533.643	1566289.526	1494573.632	1485438.769	2031033.274	2270569.857	1945406.594	1515289.868	1799981.065	1678493.519	1560766.919	1667906.681	1587781.121	1564229.523	1502735.172	2039330.619	1741296.898	1830394.58	1939993.959	1800625.726	1641376.508	1639279.545	1630283.823	1604697.972	1549178.393	1587426.928	2063316.992	1831546.811	1626336.565	1647938.043	1679043.715	1700603.547	1545347.27	1552270.689	1568965.453	1599193.193	1582553.144	2020623.933	1781792.398	1757778.968	1576400.963	1586137.38	1576922.503	1710845.722	1564130.272	1573972.97	1587676.346	1574393.941	1995991.522	1801088.951	1588612.583	1746210.1	1576312.714	1575883.884	1700679.298	1714722.877	1579208.751	1583159.707	1582863.338	1991297.754	1768367.601	1787665.807	1734651.14	1748321.106	1580317.347	1704687.475	1594993.362	1716581.777	1586148.026	1582526.087	1990666.959	1808482.693	1606648.803	1640519.58	1601595.694	1756036.949	1713716.128	1700003.998	1712742.324	1722515.573	1596692.023	2001237.791	1778327.581	1799326.347	1632847.534	1638147.804	1753947.417	1642937.882
HARS1	26402200	12357200	24272000	15288749.8	40084000	9936190	6573200	14172800	22184010	7133064.545	31518170.99	12107800	22609063.34	23483375.3	14615339.23	22820777.55	22207108.59	17591899.46	15964640.21	13494728.73	17071092.61	24835292.26	22902135.8	22637720.1	14577571.41	15058255.74	22263461.01	14975595.06	18999053.02	16170247.06	17067142.08	18253267.84	22552867.25	16957100.92	15345218.14	23148504.19	15792934.52	22530445.38	22802719.61	19725177.74	18631113.55	16768197.13	17078782.94	20219839.8	21613726.86	17754192.26	23980638.34	23698946.3	23234131.34	16906393.55	19717107.35	17793972.79	18583865.3	17066683.63	19902906.97	18212846.39	20703385.83	23138006.43	17300606.2	17488503.4	23359174.52	19945882.11	19103637.91	18000921.27	18740552.96	20082935.02	18979746.24	19805449.04	19786156.76	23224219.09	17658108.7	23343527.83	20967688.07	18443396.45	18715250.96	18366868.53	18979351.3	18757591.07	18494248.93	17698290.17	21117302.07	23287793.55	23474983.93	20233901.97	20410638.62	18187898.5	18267587.64	18535692.19	18151929.85	18196003.35	18731546.2	21363345.3	20151989.16	18192026.22	21247909.87	18217680.53	20265525.49	18145388.9	18334617.53	18452983.32	18117132.19	18609037.8	20710545.1	19315652.82	20075907.91	21190493.93	21193669.93	20239604.44	20330858.42	18419400.8	18350258.28	18568809.89	18727863.2	20341817.52	19653637.47	19031129.36	19392014.58	18290130.72	19241047.32	18386252.96	20207217.45	18380699.11	18530675.01	18472953.48	19929137.53	19016274.43	18956064.51	18699343.05	19443161.4	19300735.47	19211928.33	20184623.08	20203972.84	18541163.22	18450028.12	19848917.9	19316304.66	18470314.52	18667262.43	19156206.03
HBA1	1.63E+11	2.09E+11	1.58E+11	2.86E+11	3.40E+11	3.93E+11	1.98E+11	1.30E+11	1.41E+11	2.58E+11	4.00E+11	3.39E+11	2.69E+11	2.65E+11	3.60E+11	2.83E+11	3.62E+11	4.44E+11	2.33E+11	2.14E+11	2.79E+11	2.76E+11	2.39E+11	2.20E+11	2.13E+11	3.95E+11	2.95E+11	2.99E+11	3.05E+11	4.37E+11	2.52E+11	2.98E+11	2.38E+11	2.73E+11	2.56E+11	2.44E+11	4.19E+11	3.42E+11	2.49E+11	2.52E+11	3.77E+11	4.33E+11	2.99E+11	3.14E+11	2.91E+11	2.73E+11	2.69E+11	4.32E+11	3.38E+11	3.55E+11	2.66E+11	3.89E+11	3.23E+11	4.01E+11	2.85E+11	2.94E+11	2.88E+11	2.75E+11	4.34E+11	3.68E+11	2.93E+11	3.64E+11	4.00E+11	3.46E+11	3.59E+11	3.97E+11	2.92E+11	2.89E+11	2.97E+11	4.43E+11	3.52E+11	3.62E+11	3.59E+11	3.24E+11	3.44E+11	3.03E+11	3.29E+11	3.96E+11	2.95E+11	3.00E+11	4.38E+11	3.85E+11	3.06E+11	2.98E+11	3.30E+11	3.15E+11	3.36E+11	3.22E+11	3.64E+11	3.99E+11	3.03E+11	4.37E+11	3.53E+11	3.80E+11	3.09E+11	3.34E+11	3.17E+11	3.23E+11	3.17E+11	3.45E+11	3.37E+11	3.99E+11	4.38E+11	3.89E+11	3.33E+11	3.77E+11	3.32E+11	3.24E+11	3.14E+11	3.14E+11	3.36E+11	3.16E+11	3.69E+11	3.47E+11	3.57E+11	3.66E+11	3.54E+11	3.56E+11	3.18E+11	3.21E+11	3.11E+11	3.33E+11	3.31E+11	3.65E+11	3.33E+11	3.22E+11	3.20E+11	3.23E+11	3.13E+11	3.49E+11	3.15E+11	3.22E+11	3.34E+11	3.14E+11	3.46E+11	3.44E+11	3.25E+11	3.15E+11	3.16E+11	3.23E+11
HBB	1.63E+11	2.54E+11	2.01E+11	3.68E+11	4.28E+11	4.81E+11	2.58E+11	1.70E+11	1.92E+11	3.81E+11	3.92E+11	4.81E+11	3.48E+11	3.25E+11	4.60E+11	3.64E+11	4.43E+11	5.42E+11	2.94E+11	2.66E+11	3.72E+11	2.64E+11	3.03E+11	2.69E+11	2.77E+11	5.05E+11	3.67E+11	3.54E+11	3.76E+11	5.29E+11	3.17E+11	3.96E+11	4.02E+11	3.36E+11	3.32E+11	3.07E+11	5.27E+11	4.43E+11	3.22E+11	3.31E+11	4.62E+11	5.25E+11	3.98E+11	3.26E+11	3.86E+11	3.26E+11	3.48E+11	5.43E+11	4.11E+11	4.50E+11	3.41E+11	4.63E+11	3.97E+11	4.62E+11	4.10E+11	3.99E+11	4.00E+11	3.63E+11	5.37E+11	4.77E+11	3.86E+11	4.57E+11	4.71E+11	4.17E+11	4.18E+11	4.06E+11	3.64E+11	3.55E+11	3.92E+11	5.29E+11	4.17E+11	4.49E+11	4.30E+11	3.75E+11	4.15E+11	3.62E+11	3.73E+11	4.03E+11	3.71E+11	3.98E+11	4.99E+11	4.75E+11	3.97E+11	3.84E+11	4.22E+11	4.07E+11	4.20E+11	3.79E+11	3.98E+11	4.00E+11	3.96E+11	4.70E+11	3.94E+11	4.49E+11	3.84E+11	4.09E+11	3.87E+11	3.85E+11	4.13E+11	3.91E+11	3.75E+11	3.77E+11	4.46E+11	4.49E+11	4.29E+11	4.40E+11	4.00E+11	3.98E+11	3.78E+11	4.04E+11	3.98E+11	3.92E+11	3.78E+11	4.46E+11	3.80E+11	3.97E+11	3.88E+11	4.16E+11	3.80E+11	3.98E+11	4.04E+11	3.84E+11	3.84E+11	3.92E+11	4.46E+11	4.45E+11	3.97E+11	3.89E+11	4.08E+11	4.16E+11	3.97E+11	3.86E+11	4.00E+11	3.80E+11	3.89E+11	4.34E+11	3.82E+11	4.29E+11	3.89E+11	4.00E+11
HBD	6755980000	7549800000	6589000000	20388000000	13191400000	15573800000	9838600000	5116800000	5235840000	15489200000	11351000000	16904800000	10103175000	9849005769	13019418134	10178184798	14367078551	16488319723	10123780837	8506338731	13723498733	10263646349	11065496351	10126281132	8650316870	14941062848	11577090141	13029981420	11111932189	15428376148	10893430666	14545324112	12951052746	10397894375	10558843416	11122427179	15978207904	13221454793	11398898964	11901310537	14347656497	14671437138	13896359997	11923665671	12918786117	10583313640	10989447253	15293635358	13295769845	12417832829	11134139690	13087925284	11012405080	11469810648	12681781115	11740074403	13098196444	11209830780	15114887577	12881517324	11794886586	12215035118	12905832302	13058579381	11472894749	12234496655	11982596090	12413066743	12963282749	15007341499	13391441483	12276157886	11624767774	11901171885	11372456877	12807431057	12004212604	11504402197	11686201779	11811396128	13312116572	12909193131	12428282810	11977826476	11610595120	11866157829	12778564851	12163303080	11869022516	11556627538	11502042301	12878944157	11797459334	11879778723	11854440803	11775957472	11668114151	12327593131	12039758156	11724991714	11746048934	11491332212	12814183981	12532134927	11543368386	11487170911	11540555359	11570648837	12123283045	11757689306	11787237456	11496363968	11730211480	12800600657	11771401905	12480571992	11556526777	11554194070	11531355510	12054149127	11871713943	11538689789	11800257326	11745596175	12584023706	12551396394	12239535974	12459995118	11545501713	11566025650	12066156388	11729788746	11881759800	11812807124	11607852735	12392024013	11592388702	11871859965	11782718548	12478338845
HBG2	39127000	1131380000	333180000	1056300000	222440000	181115000	729300000	262200000	438804000	557820000	328750000	499940000	1185058755	1025071054	674347850.2	753821845.7	416379973.4	566092913.1	610754026.7	420916130.4	507457131.3	511144510.9	487410648.5	945606336.4	534698519.2	441339243.1	512127803.7	773039159.4	597361725	497472413	644137900.8	546964806.9	466815592.5	486973813.9	922133697.1	887937126.5	581802694.5	561755201.7	753740855.6	675196966.5	603800781.6	653013280.6	607012923.6	592248882.5	534079463.1	949529082.6	558025770.2	830691216.2	550982079.6	723329371.9	613727321.8	608119692.9	587309011.3	585025406.5	554640949.4	598314764.3	956633706.9	939975984.9	827888179.5	839553315.1	736853292.4	676933413.9	574706768.4	589998831	571796921.2	599932905.7	613682634.5	928979607.7	592587785.6	688259284.4	589437869.7	680637053.9	639283299.8	682410886.2	596857745.1	599971486.2	610145060.1	596124206.5	897847731.4	922933677.4	686418254.4	690749298.8	684332208.6	635585563.1	637851702.4	680784639.8	599340044.4	606435667.1	610398555.7	898258762.9	624973669.5	836678814.6	607065257.3	609197873.4	651595696	605628312.1	646318716	685272980.9	611755076.1	608694014.9	892630964	880905948	822005268.2	841969067.6	616695950.4	656981467.2	660951008.5	656103629.7	654744254.2	689665272.1	619876773.4	900780236.7	631103456.8	678382881.2	639962674	845445588.6	662399999.4	626428344.3	627339822	623892553	657465523.7	692621607.3	904308610.9	895365692.3	675143151.4	666662169.1	834029800.2	813210448.2	667566559	632785231.5	635328034.2	665480050.7	667317504.7	844112754.7	642948424.7	854294289.5	644172015.6	803120568.3	657785099.3	782759414.9
HBQ1	9375829.621	8780102.387	8616594.555	23246000	7067400	6622651.737	15339259.76	29986323.7	16955940.35	13725200	2835220.731	10444800	9765310.949	9710281.11	13712311.11	14974551.2	9877727.663	9186159.28	14952269.45	16727366.24	9032465.985	13922575.81	12529877.78	10178319.75	8980857.986	16184427.29	10486294.25	14367625.63	10144401.4	15242788.63	11443980.91	17421043.02	14856721.56	11507493.26	12507315.96	11420406.12	17459778.75	16149030.11	14482181.87	14923593.87	15904339.98	14729109	16997813.81	13724072.33	14567260.79	12292281.33	12401104.31	17376690.92	12773889.14	13156737.92	11964639.21	12512628.06	12725974.01	13841621.09	14888672.3	12517640.76	13964489.53	11838244.33	16706885.61	16418430.18	12275191.87	13090717.59	12465835.59	12139890.73	13045525.74	12994093.09	14333938.76	13445143.5	14145818.07	16919027.41	12408394.96	16267239.39	12997073.1	12817600.58	12527108.06	13111143.8	12268857.94	13557938.54	13124066.24	12947195.7	15028489.84	16800148.15	16203370.09	15661182.13	12609419.83	12722551.15	13019472.43	13284435.21	13740801.96	12900077.25	12647896.45	14554263.07	14267251.04	13111420.25	13063179.16	15578459.77	12671618.83	12856574.97	12827646.44	13021726.6	13410648.58	12830428.38	14487087.15	12886240.38	13757819.27	12661237.16	15128732.47	15543798.64	12848829.86	12694499.04	12859913.71	13056503.85	13251274.84	14332847.5	14291568.47	13576220.34	13808737.71	15189022.45	13157505.04	15440894.76	12922715.65	12935074.87	12967606.29	12967385.34	13855758.08	12824116.73	13498513.65	13021315.3	14170899.64	14832831.27	15100331.81	15352550.36	12865808.27	12886073.38	12854005.69	13742158.88	13891960.15	13542245.5	13349934.17	14025752.8
HCFC1	10315140	10713800	7742200	9914666.227	7377848.717	5308820	10207200	7324200	14725530	10160600	5723796.096	11267528.75	7900391.141	9203887.511	5842489.53	6097078.086	6045223.197	5252244.572	6431757.643	6857922.43	5529314.819	7391904.285	8046210.741	5761693.815	6279140.724	5738337.226	5710776.903	5517472.1	6260448.767	6674325.065	5960295.685	6876483.756	7451988.224	6300144.488	7949602.625	6247801.37	6285532.687	5786905.185	5953375.19	6508002.516	6197477.873	6507724.212	6726885.46	6407506.864	6996927.752	7520135.486	7608340.205	5980476.843	6442159.714	6120177.535	6511665.082	6278436.462	6284130.493	6198898.504	6303175.009	6579023.146	6523336.633	6097512.008	7638693.395	6500101.435	6368096.35	6442879.3	6290935.401	6067102.583	6146729.614	6167085.175	6340237.189	6124192.325	6495149.909	7616675.786	7236106.295	6245554.482	6190165.987	6268351.101	6342293.746	6201072.051	6142848.418	6295909.006	6341022.199	6498668.993	7253875.968	6526763.867	7141388.854	6218158.704	6241614.863	6238292.045	6306431.14	6225056.088	6320554.918	6214327.079	6327362.169	6926653.684	6906769.278	6802099.039	7117244.529	6227187.671	6207298.696	6272149.146	6286080.572	6301026.117	6312710.346	6320569.107	6807934.537	6234345.086	6319322.259	6530793.886	7108679.708	6246829.077	6291974.807	6241650.65	6242791.453	6239664.75	6235943.628	6715519.273	6806019.645	6322394.349	6449621.707	6817842.445	7106706.243	6297242.748	6302797.499	6254029.989	6256025.244	6256645.076	6732530.165	6347290.845	6741134.686	6388544.122	6630532.034	6554028.766	7076851.754	6279121.19	6322376.093	6275970.453	6274609.922	6749879.223	6662733.596	6674149.189	6635750.708	6527683.998
